,arrays,cycle_time,dma_chunk_size,factors,mat_size,memory_type,partition,pipelined_dma,ready_mode,spad_ports,unrolling_factor_num,unrolling_factor_row_sub,unrolling_factor_sub,Avg FU Dynamic Power,Avg FU Power,Avg FU leakage Power,Avg MEM Dynamic Power,Avg MEM Leakage Power,Avg MEM Power,Avg Power,Cycle ,FU Area,Idle FU Cycles,MEM Area,Num of Registers (32-bit),Num of Shifters (32-bit),Num of Single Precision FP Adders,Num of Single Precision FP Multipliers,Running ,Top level function,Total Area
104,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,4,32,1,16,14.0452,18.5714,4.52616,0.253729,0.40172,0.655449,19.2269,47168,451532,31416,26957.2,1105,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,478489
105,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,4,32,1,32,18.7777,23.3039,4.52616,0.339264,0.40172,0.740985,24.0449,35276,451532,21508,26957.2,1105,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,478489
106,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,4,32,8,16,14.8134,19.3961,4.5827,0.267606,0.40172,0.669327,20.0654,44722,457911,29156,26957.2,1110,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,484868
107,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,4,32,8,32,20.1767,24.7594,4.5827,0.364541,0.40172,0.766262,25.5257,32830,457911,19248,26957.2,1110,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,484868
108,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,16,32,1,16,14.0452,18.5714,4.52616,0.253729,0.40172,0.655449,19.2269,47168,451532,31416,26957.2,1105,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,478489
109,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,16,32,1,32,18.7777,23.3039,4.52616,0.339264,0.40172,0.740985,24.0449,35276,451532,21508,26957.2,1105,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,478489
110,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,16,32,8,16,14.8134,19.3961,4.5827,0.267606,0.40172,0.669327,20.0654,44722,457911,29156,26957.2,1110,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,484868
111,"['A', 'I']",10,256,16,32,spad,cyclic,True,1,16,32,8,32,20.1767,24.7594,4.5827,0.364541,0.40172,0.766262,25.5257,32830,457911,19248,26957.2,1110,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,484868
112,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,4,32,1,16,14.6724,19.3116,4.6392,0.265064,0.803441,1.0685,20.3801,45151,460720,31427,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
113,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,4,32,1,32,21.1746,25.8138,4.6392,0.382642,0.803441,1.18608,26.9999,31277,460720,21521,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
114,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,4,32,8,16,15.4903,20.186,4.69574,0.279839,0.803441,1.08328,21.2693,42767,467098,29167,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
115,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,4,32,8,32,22.9218,27.6175,4.69574,0.414214,0.803441,1.21765,28.8352,28893,467098,19261,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
116,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,16,32,1,16,14.6724,19.3116,4.6392,0.265064,0.803441,1.0685,20.3801,45151,460720,31427,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
117,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,16,32,1,32,21.1746,25.8138,4.6392,0.382642,0.803441,1.18608,26.9999,31277,460720,21521,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
118,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,16,32,8,16,15.4903,20.186,4.69574,0.279839,0.803441,1.08328,21.2693,42767,467098,29167,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
119,"['A', 'I']",10,256,32,32,spad,cyclic,True,0,16,32,8,32,22.9218,27.6175,4.69574,0.414214,0.803441,1.21765,28.8352,28893,467098,19261,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
120,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,4,32,1,16,14.6741,19.3133,4.6392,0.265134,0.803441,1.06857,20.3818,45139,460720,31417,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
121,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,4,32,1,32,21.1796,25.8188,4.6392,0.382789,0.803441,1.18623,27.005,31265,460720,21511,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
122,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,4,32,8,16,15.4923,20.1881,4.69574,0.279918,0.803441,1.08336,21.2714,42755,467098,29157,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
123,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,4,32,8,32,22.9279,27.6236,4.69574,0.414386,0.803441,1.21783,28.8414,28881,467098,19251,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
124,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,16,32,1,16,14.6741,19.3133,4.6392,0.265134,0.803441,1.06857,20.3818,45139,460720,31417,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
125,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,16,32,1,32,21.1796,25.8188,4.6392,0.382789,0.803441,1.18623,27.005,31265,460720,21511,53914.5,1153,2,32,32,./outputs/mat_inv-gem5-accel,mat_inv,514634
126,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,16,32,8,16,15.4923,20.1881,4.69574,0.279918,0.803441,1.08336,21.2714,42755,467098,29157,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
127,"['A', 'I']",10,256,32,32,spad,cyclic,True,1,16,32,8,32,22.9279,27.6236,4.69574,0.414386,0.803441,1.21783,28.8414,28881,467098,19251,53914.5,1158,2,32,33,./outputs/mat_inv-gem5-accel,mat_inv,521013
