,arrays,cycle_time,dma_chunk_size,factors,mat_size,memory_type,partition,pipelined_dma,ready_mode,spad_ports,unrolling_factor_cols,unrolling_factor_row_sub,Avg FU Dynamic Power,Avg FU Power,Avg FU leakage Power,Avg MEM Dynamic Power,Avg MEM Leakage Power,Avg MEM Power,Avg Power,Cycle ,FU Area,Idle FU Cycles,MEM Area,Num of Registers (32-bit),Num of Shifters (32-bit),Num of Single Precision FP Adders,Num of Single Precision FP Multipliers,Running ,Top level function,Total Area
118,"['A', 'I']",5,64,16,16,spad,cyclic,True,1,16,16,1,10.0459,11.7268,1.68085,0.38266,0.40172,0.78438,12.5112,7877,173450,5306,26957.2,321,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,200407
119,"['A', 'I']",5,64,16,16,spad,cyclic,True,1,16,16,8,10.9781,12.7129,1.73484,0.41835,0.40172,0.82007,13.533,7205,179312,4695,26957.2,326,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,206270
120,"['A', 'I']",5,256,16,16,spad,block,True,1,4,4,1,2.92338,3.83168,0.908302,0.111865,0.40172,0.513586,4.34527,26945,83842.4,13982,26957.2,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,110800
121,"['A', 'I']",5,256,16,16,spad,block,True,1,4,4,8,3.0059,3.92604,0.920134,0.115059,0.40172,0.51678,4.44282,26197,84799.4,13339,26957.2,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,111757
122,"['A', 'I']",5,256,16,16,spad,block,True,1,4,8,1,3.82094,4.72924,0.908302,0.146115,0.40172,0.547836,5.27708,20629,83842.4,9121,26957.2,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,110800
123,"['A', 'I']",5,256,16,16,spad,block,True,1,4,8,8,3.96345,4.88358,0.920134,0.151613,0.40172,0.553333,5.43692,19881,84799.4,8478,26957.2,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,111757
124,"['A', 'I']",5,256,16,16,spad,block,True,1,4,16,1,4.05983,4.96814,0.908302,0.158359,0.40172,0.56008,5.52822,19034,83842.4,7832,26957.2,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,110800
125,"['A', 'I']",5,256,16,16,spad,block,True,1,4,16,8,4.22454,5.14468,0.920134,0.164837,0.40172,0.566558,5.71124,18286,84799.4,7189,26957.2,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,111757
126,"['A', 'I']",5,256,16,16,spad,block,True,1,16,4,1,2.92338,3.83168,0.908302,0.111865,0.40172,0.513586,4.34527,26945,83842.4,13982,26957.2,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,110800
127,"['A', 'I']",5,256,16,16,spad,block,True,1,16,4,8,3.0059,3.92604,0.920134,0.115059,0.40172,0.51678,4.44282,26197,84799.4,13339,26957.2,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,111757
128,"['A', 'I']",5,256,16,16,spad,block,True,1,16,8,1,3.82094,4.72924,0.908302,0.146115,0.40172,0.547836,5.27708,20629,83842.4,9121,26957.2,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,110800
129,"['A', 'I']",5,256,16,16,spad,block,True,1,16,8,8,3.96345,4.88358,0.920134,0.151613,0.40172,0.553333,5.43692,19881,84799.4,8478,26957.2,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,111757
130,"['A', 'I']",5,256,16,16,spad,block,True,1,16,16,1,4.05983,4.96814,0.908302,0.158359,0.40172,0.56008,5.52822,19034,83842.4,7832,26957.2,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,110800
131,"['A', 'I']",5,256,16,16,spad,block,True,1,16,16,8,4.22454,5.14468,0.920134,0.164837,0.40172,0.566558,5.71124,18286,84799.4,7189,26957.2,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,111757
132,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,4,4,1,4.28379,5.96464,1.68085,0.162851,0.40172,0.564571,6.52921,18509,173450,12782,26957.2,321,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,200407
133,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,4,4,8,4.4454,6.18024,1.73484,0.168996,0.40172,0.570716,6.75096,17836,179312,12169,26957.2,326,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,206270
134,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,4,8,1,6.934,8.61485,1.68085,0.263918,0.40172,0.665639,9.28049,11421,173450,7798,26957.2,321,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,200407
135,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,4,8,8,7.36814,9.10298,1.73484,0.280444,0.40172,0.682164,9.78515,10748,179312,7185,26957.2,326,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,206270
136,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,4,16,1,10.0459,11.7268,1.68085,0.38266,0.40172,0.78438,12.5112,7877,173450,5306,26957.2,321,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,200407
137,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,4,16,8,10.9781,12.7129,1.73484,0.41835,0.40172,0.82007,13.533,7205,179312,4695,26957.2,326,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,206270
138,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,16,4,1,4.28379,5.96464,1.68085,0.162851,0.40172,0.564571,6.52921,18509,173450,12782,26957.2,321,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,200407
139,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,16,4,8,4.4454,6.18024,1.73484,0.168996,0.40172,0.570716,6.75096,17836,179312,12169,26957.2,326,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,206270
140,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,16,8,1,6.934,8.61485,1.68085,0.263918,0.40172,0.665639,9.28049,11421,173450,7798,26957.2,321,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,200407
141,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,16,8,8,7.36814,9.10298,1.73484,0.280444,0.40172,0.682164,9.78515,10748,179312,7185,26957.2,326,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,206270
142,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,16,16,1,10.0459,11.7268,1.68085,0.38266,0.40172,0.78438,12.5112,7877,173450,5306,26957.2,321,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,200407
143,"['A', 'I']",5,256,16,16,spad,cyclic,True,1,16,16,8,10.9781,12.7129,1.73484,0.41835,0.40172,0.82007,13.533,7205,179312,4695,26957.2,326,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,206270
144,"['A', 'I']",10,64,4,16,spad,block,True,1,4,4,1,2.84312,3.75885,0.915733,0.0530727,0.10043,0.153503,3.91236,28397,85906.3,13706,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
145,"['A', 'I']",10,64,4,16,spad,block,True,1,4,4,8,2.91955,3.84705,0.927507,0.0545085,0.10043,0.154939,4.00199,27649,86863.3,13069,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
146,"['A', 'I']",10,64,4,16,spad,block,True,1,4,8,1,3.59407,4.5098,0.915733,0.0670868,0.10043,0.167517,4.67731,22465,85906.3,8845,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
147,"['A', 'I']",10,64,4,16,spad,block,True,1,4,8,8,3.71723,4.64474,0.927507,0.0693975,0.10043,0.169828,4.81457,21717,86863.3,8208,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
148,"['A', 'I']",10,64,4,16,spad,block,True,1,4,16,1,3.84474,4.76048,0.915733,0.07237,0.10043,0.1728,4.93328,20825,85906.3,7316,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
149,"['A', 'I']",10,64,4,16,spad,block,True,1,4,16,8,3.98731,4.91482,0.927507,0.0750662,0.10043,0.175496,5.09032,20077,86863.3,6679,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
150,"['A', 'I']",10,64,4,16,spad,block,True,1,16,4,1,2.84312,3.75885,0.915733,0.0530727,0.10043,0.153503,3.91236,28397,85906.3,13706,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
151,"['A', 'I']",10,64,4,16,spad,block,True,1,16,4,8,2.91955,3.84705,0.927507,0.0545085,0.10043,0.154939,4.00199,27649,86863.3,13069,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
152,"['A', 'I']",10,64,4,16,spad,block,True,1,16,8,1,3.59407,4.5098,0.915733,0.0670868,0.10043,0.167517,4.67731,22465,85906.3,8845,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
153,"['A', 'I']",10,64,4,16,spad,block,True,1,16,8,8,3.71723,4.64474,0.927507,0.0693975,0.10043,0.169828,4.81457,21717,86863.3,8208,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
154,"['A', 'I']",10,64,4,16,spad,block,True,1,16,16,1,3.84474,4.76048,0.915733,0.07237,0.10043,0.1728,4.93328,20825,85906.3,7316,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
155,"['A', 'I']",10,64,4,16,spad,block,True,1,16,16,8,3.98731,4.91482,0.927507,0.0750662,0.10043,0.175496,5.09032,20077,86863.3,6679,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
156,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,4,4,1,4.07349,5.2892,1.21571,0.0756845,0.10043,0.176115,5.46532,19913,123187,12746,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
157,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,4,4,8,4.23178,5.50403,1.27225,0.0786384,0.10043,0.179069,5.68309,19165,129565,12133,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
158,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,4,8,1,5.86481,7.08051,1.21571,0.108966,0.10043,0.209396,7.28991,13831,123187,7762,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
159,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,4,8,8,6.19909,7.47133,1.27225,0.115196,0.10043,0.215626,7.68696,13083,129565,7149,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
160,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,4,16,1,7.51704,9.09087,1.57383,0.139676,0.10043,0.240106,9.33098,10790,166560,5270,6739.31,285,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,173300
161,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,4,16,8,8.07562,9.66123,1.58561,0.15008,0.10043,0.25051,9.91174,10042,167517,4657,6739.31,290,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,174257
162,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,16,4,1,4.07349,5.2892,1.21571,0.0756845,0.10043,0.176115,5.46532,19913,123187,12746,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
163,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,16,4,8,4.23178,5.50403,1.27225,0.0786384,0.10043,0.179069,5.68309,19165,129565,12133,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
164,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,16,8,1,5.86481,7.08051,1.21571,0.108966,0.10043,0.209396,7.28991,13831,123187,7762,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
165,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,16,8,8,6.19909,7.47133,1.27225,0.115196,0.10043,0.215626,7.68696,13083,129565,7149,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
166,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,16,16,1,7.51704,9.09087,1.57383,0.139676,0.10043,0.240106,9.33098,10790,166560,5270,6739.31,285,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,173300
167,"['A', 'I']",10,64,4,16,spad,cyclic,True,1,16,16,8,8.07562,9.66123,1.58561,0.15008,0.10043,0.25051,9.91174,10042,167517,4657,6739.31,290,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,174257
168,"['A', 'I']",10,256,4,16,spad,block,True,1,4,4,1,2.84312,3.75885,0.915733,0.0530727,0.10043,0.153503,3.91236,28397,85906.3,13706,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
169,"['A', 'I']",10,256,4,16,spad,block,True,1,4,4,8,2.91955,3.84705,0.927507,0.0545085,0.10043,0.154939,4.00199,27649,86863.3,13069,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
170,"['A', 'I']",10,256,4,16,spad,block,True,1,4,8,1,3.59407,4.5098,0.915733,0.0670868,0.10043,0.167517,4.67731,22465,85906.3,8845,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
171,"['A', 'I']",10,256,4,16,spad,block,True,1,4,8,8,3.71723,4.64474,0.927507,0.0693975,0.10043,0.169828,4.81457,21717,86863.3,8208,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
172,"['A', 'I']",10,256,4,16,spad,block,True,1,4,16,1,3.84474,4.76048,0.915733,0.07237,0.10043,0.1728,4.93328,20825,85906.3,7316,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
173,"['A', 'I']",10,256,4,16,spad,block,True,1,4,16,8,3.98731,4.91482,0.927507,0.0750662,0.10043,0.175496,5.09032,20077,86863.3,6679,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
174,"['A', 'I']",10,256,4,16,spad,block,True,1,16,4,1,2.84312,3.75885,0.915733,0.0530727,0.10043,0.153503,3.91236,28397,85906.3,13706,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
175,"['A', 'I']",10,256,4,16,spad,block,True,1,16,4,8,2.91955,3.84705,0.927507,0.0545085,0.10043,0.154939,4.00199,27649,86863.3,13069,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
176,"['A', 'I']",10,256,4,16,spad,block,True,1,16,8,1,3.59407,4.5098,0.915733,0.0670868,0.10043,0.167517,4.67731,22465,85906.3,8845,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
177,"['A', 'I']",10,256,4,16,spad,block,True,1,16,8,8,3.71723,4.64474,0.927507,0.0693975,0.10043,0.169828,4.81457,21717,86863.3,8208,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
178,"['A', 'I']",10,256,4,16,spad,block,True,1,16,16,1,3.84474,4.76048,0.915733,0.07237,0.10043,0.1728,4.93328,20825,85906.3,7316,6739.31,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,92645.6
179,"['A', 'I']",10,256,4,16,spad,block,True,1,16,16,8,3.98731,4.91482,0.927507,0.0750662,0.10043,0.175496,5.09032,20077,86863.3,6679,6739.31,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,93602.6
180,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,4,4,1,4.07349,5.2892,1.21571,0.0756845,0.10043,0.176115,5.46532,19913,123187,12746,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
181,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,4,4,8,4.23178,5.50403,1.27225,0.0786384,0.10043,0.179069,5.68309,19165,129565,12133,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
182,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,4,8,1,5.86481,7.08051,1.21571,0.108966,0.10043,0.209396,7.28991,13831,123187,7762,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
183,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,4,8,8,6.19909,7.47133,1.27225,0.115196,0.10043,0.215626,7.68696,13083,129565,7149,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
184,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,4,16,1,7.51704,9.09087,1.57383,0.139676,0.10043,0.240106,9.33098,10790,166560,5270,6739.31,285,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,173300
185,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,4,16,8,8.07562,9.66123,1.58561,0.15008,0.10043,0.25051,9.91174,10042,167517,4657,6739.31,290,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,174257
186,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,16,4,1,4.07349,5.2892,1.21571,0.0756845,0.10043,0.176115,5.46532,19913,123187,12746,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
187,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,16,4,8,4.23178,5.50403,1.27225,0.0786384,0.10043,0.179069,5.68309,19165,129565,12133,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
188,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,16,8,1,5.86481,7.08051,1.21571,0.108966,0.10043,0.209396,7.28991,13831,123187,7762,6739.31,285,2,12,8,./outputs/mat_inv-gem5-accel,mat_inv,129926
189,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,16,8,8,6.19909,7.47133,1.27225,0.115196,0.10043,0.215626,7.68696,13083,129565,7149,6739.31,290,2,12,9,./outputs/mat_inv-gem5-accel,mat_inv,136305
190,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,16,16,1,7.51704,9.09087,1.57383,0.139676,0.10043,0.240106,9.33098,10790,166560,5270,6739.31,285,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,173300
191,"['A', 'I']",10,256,4,16,spad,cyclic,True,1,16,16,8,8.07562,9.66123,1.58561,0.15008,0.10043,0.25051,9.91174,10042,167517,4657,6739.31,290,2,12,16,./outputs/mat_inv-gem5-accel,mat_inv,174257
192,"['A', 'I']",10,64,8,16,spad,block,True,1,4,4,1,2.94163,3.85737,0.915733,0.0549938,0.20086,0.255854,4.11322,27405,85906.3,13866,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
193,"['A', 'I']",10,64,8,16,spad,block,True,1,4,4,8,3.02367,3.95118,0.927507,0.0565369,0.20086,0.257397,4.20857,26657,86863.3,13225,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
194,"['A', 'I']",10,64,8,16,spad,block,True,1,4,8,1,3.79987,4.7156,0.915733,0.0710329,0.20086,0.271893,4.98749,21217,85906.3,9005,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
195,"['A', 'I']",10,64,8,16,spad,block,True,1,4,8,8,3.93807,4.86557,0.927507,0.0736287,0.20086,0.274489,5.14006,20469,86863.3,8364,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
196,"['A', 'I']",10,64,8,16,spad,block,True,1,4,16,1,4.07138,4.98711,0.915733,0.0768578,0.20086,0.277718,5.26483,19609,85906.3,7636,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
197,"['A', 'I']",10,64,8,16,spad,block,True,1,4,16,8,4.23213,5.15963,0.927507,0.0799059,0.20086,0.280766,5.4404,18861,86863.3,6995,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
198,"['A', 'I']",10,64,8,16,spad,block,True,1,16,4,1,2.94163,3.85737,0.915733,0.0549938,0.20086,0.255854,4.11322,27405,85906.3,13866,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
199,"['A', 'I']",10,64,8,16,spad,block,True,1,16,4,8,3.02367,3.95118,0.927507,0.0565369,0.20086,0.257397,4.20857,26657,86863.3,13225,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
200,"['A', 'I']",10,64,8,16,spad,block,True,1,16,8,1,3.79987,4.7156,0.915733,0.0710329,0.20086,0.271893,4.98749,21217,85906.3,9005,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
201,"['A', 'I']",10,64,8,16,spad,block,True,1,16,8,8,3.93807,4.86557,0.927507,0.0736287,0.20086,0.274489,5.14006,20469,86863.3,8364,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
202,"['A', 'I']",10,64,8,16,spad,block,True,1,16,16,1,4.07138,4.98711,0.915733,0.0768578,0.20086,0.277718,5.26483,19609,85906.3,7636,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
203,"['A', 'I']",10,64,8,16,spad,block,True,1,16,16,8,4.23213,5.15963,0.927507,0.0799059,0.20086,0.280766,5.4404,18861,86863.3,6995,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
204,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,4,4,1,4.27842,5.94152,1.66311,0.079518,0.20086,0.280378,6.2219,18953,177112,12746,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
205,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,4,4,8,4.44321,6.16286,1.71965,0.0825811,0.20086,0.283441,6.4463,18250,183490,12133,13478.6,302,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,196969
206,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,4,8,1,6.83218,8.49529,1.66311,0.127021,0.20086,0.327881,8.82317,11865,177112,7762,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
207,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,4,8,8,7.26246,8.98211,1.71965,0.135021,0.20086,0.335881,9.31799,11162,183490,7149,13478.6,302,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,196969
208,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,4,16,1,9.18563,10.8487,1.66311,0.170796,0.20086,0.371656,11.2204,8824,177112,5270,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
209,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,4,16,8,9.98077,11.7004,1.71965,0.185581,0.20086,0.386441,12.0869,8121,183490,4657,13478.6,302,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,196969
210,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,16,4,1,4.27842,5.94152,1.66311,0.079518,0.20086,0.280378,6.2219,18953,177112,12746,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
211,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,16,4,8,4.44321,6.16286,1.71965,0.0825811,0.20086,0.283441,6.4463,18250,183490,12133,13478.6,302,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,196969
212,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,16,8,1,6.83218,8.49529,1.66311,0.127021,0.20086,0.327881,8.82317,11865,177112,7762,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
213,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,16,8,8,7.26246,8.98211,1.71965,0.135021,0.20086,0.335881,9.31799,11162,183490,7149,13478.6,302,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,196969
214,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,16,16,1,9.18563,10.8487,1.66311,0.170796,0.20086,0.371656,11.2204,8824,177112,5270,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
215,"['A', 'I']",10,64,8,16,spad,cyclic,True,1,16,16,8,9.98077,11.7004,1.71965,0.185581,0.20086,0.386441,12.0869,8121,183490,4657,13478.6,302,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,196969
216,"['A', 'I']",10,256,8,16,spad,block,True,1,4,4,1,2.94163,3.85737,0.915733,0.0549938,0.20086,0.255854,4.11322,27405,85906.3,13866,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
217,"['A', 'I']",10,256,8,16,spad,block,True,1,4,4,8,3.02367,3.95118,0.927507,0.0565369,0.20086,0.257397,4.20857,26657,86863.3,13225,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
218,"['A', 'I']",10,256,8,16,spad,block,True,1,4,8,1,3.79987,4.7156,0.915733,0.0710329,0.20086,0.271893,4.98749,21217,85906.3,9005,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
219,"['A', 'I']",10,256,8,16,spad,block,True,1,4,8,8,3.93807,4.86557,0.927507,0.0736287,0.20086,0.274489,5.14006,20469,86863.3,8364,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
220,"['A', 'I']",10,256,8,16,spad,block,True,1,4,16,1,4.07138,4.98711,0.915733,0.0768578,0.20086,0.277718,5.26483,19609,85906.3,7636,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
221,"['A', 'I']",10,256,8,16,spad,block,True,1,4,16,8,4.23213,5.15963,0.927507,0.0799059,0.20086,0.280766,5.4404,18861,86863.3,6995,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
222,"['A', 'I']",10,256,8,16,spad,block,True,1,16,4,1,2.94163,3.85737,0.915733,0.0549938,0.20086,0.255854,4.11322,27405,85906.3,13866,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
223,"['A', 'I']",10,256,8,16,spad,block,True,1,16,4,8,3.02367,3.95118,0.927507,0.0565369,0.20086,0.257397,4.20857,26657,86863.3,13225,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
224,"['A', 'I']",10,256,8,16,spad,block,True,1,16,8,1,3.79987,4.7156,0.915733,0.0710329,0.20086,0.271893,4.98749,21217,85906.3,9005,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
225,"['A', 'I']",10,256,8,16,spad,block,True,1,16,8,8,3.93807,4.86557,0.927507,0.0736287,0.20086,0.274489,5.14006,20469,86863.3,8364,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
226,"['A', 'I']",10,256,8,16,spad,block,True,1,16,16,1,4.07138,4.98711,0.915733,0.0768578,0.20086,0.277718,5.26483,19609,85906.3,7636,13478.6,279,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,99384.9
227,"['A', 'I']",10,256,8,16,spad,block,True,1,16,16,8,4.23213,5.15963,0.927507,0.0799059,0.20086,0.280766,5.4404,18861,86863.3,6995,13478.6,284,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,100342
228,"['A', 'I']",10,256,8,16,spad,cyclic,True,1,4,4,1,4.27842,5.94152,1.66311,0.079518,0.20086,0.280378,6.2219,18953,177112,12746,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
229,"['A', 'I']",10,256,8,16,spad,cyclic,True,1,4,4,8,4.44321,6.16286,1.71965,0.0825811,0.20086,0.283441,6.4463,18250,183490,12133,13478.6,302,2,16,17,./outputs/mat_inv-gem5-accel,mat_inv,196969
230,"['A', 'I']",10,256,8,16,spad,cyclic,True,1,4,8,1,6.83218,8.49529,1.66311,0.127021,0.20086,0.327881,8.82317,11865,177112,7762,13478.6,297,2,16,16,./outputs/mat_inv-gem5-accel,mat_inv,190590
