,arrays,cache_assoc,cache_bandwidth,cache_line_sz,cache_queue_size,cache_size,cycle_time,load_bandwidth,mat_size,memory_type,store_bandwidth,tlb_assoc,tlb_bandwidth,tlb_entries,tlb_max_outstanding_walks,tlb_page_size,unrolling_factor_num,unrolling_factor_row_sub,unrolling_factor_sub,Avg FU Dynamic Power,Avg FU Power,Avg FU leakage Power,Avg MEM Dynamic Power,Avg MEM Leakage Power,Avg MEM Power,Avg Power,Cycle ,FU Area,Idle FU Cycles,MEM Area,Num of Registers (32-bit),Num of Shifters (32-bit),Num of Single Precision FP Adders,Num of Single Precision FP Multipliers,Running ,Top level function,Total Area
116,"['A', 'I']",16,4,64,32,16kB,5,1,16,cache,1,0,1,0,4,4096,32,1,32,3.40107,3.71954,0.318476,3.95396,0.882513,4.83648,8.55602,18678,33806.7,8082,71547.2,54,2,4,3,./outputs/mat_inv-gem5-accel,mat_inv,105354
117,"['A', 'I']",16,4,64,32,16kB,5,1,16,cache,1,0,1,0,4,4096,32,8,32,3.68974,4.05747,0.367734,4.29123,0.882513,5.17375,9.23122,17210,39286.7,6734,71547.2,57,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,110834
118,"['A', 'I']",16,16,64,32,16kB,5,1,16,cache,1,0,1,0,4,4096,32,1,32,3.40107,3.71954,0.318476,3.95396,0.882513,4.83648,8.55602,18678,33806.7,8082,71547.2,54,2,4,3,./outputs/mat_inv-gem5-accel,mat_inv,105354
119,"['A', 'I']",16,16,64,32,16kB,5,1,16,cache,1,0,1,0,4,4096,32,8,32,3.68974,4.05747,0.367734,4.29123,0.882513,5.17375,9.23122,17210,39286.7,6734,71547.2,57,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,110834
120,"['A', 'I']",16,4,64,32,8kB,10,1,16,cache,1,0,1,0,4,4096,32,1,32,,,,,,,,,,,,,,,,,,
121,"['A', 'I']",16,4,64,32,8kB,10,1,16,cache,1,0,1,0,4,4096,32,8,32,,,,,,,,,,,,,,,,,,
122,"['A', 'I']",16,16,64,32,8kB,10,1,16,cache,1,0,1,0,4,4096,32,1,32,,,,,,,,,,,,,,,,,,
123,"['A', 'I']",16,16,64,32,8kB,10,1,16,cache,1,0,1,0,4,4096,32,8,32,,,,,,,,,,,,,,,,,,
124,"['A', 'I']",16,4,64,32,16kB,10,1,16,cache,1,0,1,0,4,4096,32,1,32,3.47682,3.80269,0.325868,1.97392,0.882513,2.85643,6.65912,18707,35354.7,8111,71547.2,54,2,4,3,./outputs/mat_inv-gem5-accel,mat_inv,106902
125,"['A', 'I']",16,4,64,32,16kB,10,1,16,cache,1,0,1,0,4,4096,32,8,32,3.77233,4.15002,0.377699,2.14213,0.882513,3.02464,7.17467,17238,41350.6,6761,71547.2,57,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,112898
126,"['A', 'I']",16,16,64,32,16kB,10,1,16,cache,1,0,1,0,4,4096,32,1,32,3.47682,3.80269,0.325868,1.97392,0.882513,2.85643,6.65912,18707,35354.7,8111,71547.2,54,2,4,3,./outputs/mat_inv-gem5-accel,mat_inv,106902
127,"['A', 'I']",16,16,64,32,16kB,10,1,16,cache,1,0,1,0,4,4096,32,8,32,3.77233,4.15002,0.377699,2.14213,0.882513,3.02464,7.17467,17238,41350.6,6761,71547.2,57,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,112898
