,arrays,cache_assoc,cache_bandwidth,cache_line_sz,cache_queue_size,cache_size,cycle_time,load_bandwidth,mat_size,memory_type,store_bandwidth,tlb_assoc,tlb_bandwidth,tlb_entries,tlb_max_outstanding_walks,tlb_page_size,unrolling_factor_num,unrolling_factor_row_sub,unrolling_factor_sub,Avg FU Dynamic Power,Avg FU Power,Avg FU leakage Power,Avg MEM Dynamic Power,Avg MEM Leakage Power,Avg MEM Power,Avg Power,Cycle ,FU Area,Idle FU Cycles,MEM Area,Num of Registers (32-bit),Num of Shifters (32-bit),Num of Single Precision FP Adders,Num of Single Precision FP Multipliers,Running ,Top level function,Total Area
19,"['A', 'I']",1,16,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,4.41886,4.90488,0.486022,1.32864,0.649817,1.97846,6.88334,120265,50155.3,41699,52485.5,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,102641
20,"['A', 'I']",1,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,4.22561,4.72453,0.498922,1.48922,1.25407,2.74329,7.46782,125771,52027.5,46961,105153,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,157181
21,"['A', 'I']",1,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,4.41886,4.90488,0.486022,1.5574,1.25407,2.81147,7.71636,120265,50155.3,41699,105153,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,155309
22,"['A', 'I']",1,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,4.22561,4.72453,0.498922,1.48922,1.25407,2.74329,7.46782,125771,52027.5,46961,105153,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,157181
23,"['A', 'I']",1,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,4.41886,4.90488,0.486022,1.5574,1.25407,2.81147,7.71636,120265,50155.3,41699,105153,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,155309
24,"['A', 'I']",1,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75146,5.24089,0.489431,1.76397,0.356335,2.1203,7.36119,108006,49963.5,33164,27118.8,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77082.3
25,"['A', 'I']",1,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.00727,5.49907,0.491798,1.85914,0.356335,2.21547,7.71454,102477,50154.9,27880,27118.8,103,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77273.8
26,"['A', 'I']",1,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75146,5.24089,0.489431,1.76397,0.356335,2.1203,7.36119,108006,49963.5,33164,27118.8,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77082.3
27,"['A', 'I']",1,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.00727,5.49907,0.491798,1.85914,0.356335,2.21547,7.71454,102477,50154.9,27880,27118.8,103,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77273.8
28,"['A', 'I']",1,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,2.96391,0.649817,3.61373,8.86269,107823,49963.5,32981,52485.5,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,102449
29,"['A', 'I']",1,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,3.12344,0.649817,3.77326,9.26501,102316,48091.3,27719,52485.5,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,100577
30,"['A', 'I']",1,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,2.96391,0.649817,3.61373,8.86269,107823,49963.5,32981,52485.5,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,102449
31,"['A', 'I']",1,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,3.12344,0.649817,3.77326,9.26501,102316,48091.3,27719,52485.5,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,100577
32,"['A', 'I']",1,4,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,3.47422,1.25407,4.7283,9.97725,107823,49963.5,32981,105153,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,155117
33,"['A', 'I']",1,4,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,3.66122,1.25407,4.91529,10.407,102316,48091.3,27719,105153,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,153245
34,"['A', 'I']",1,16,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,3.47422,1.25407,4.7283,9.97725,107823,49963.5,32981,105153,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,155117
35,"['A', 'I']",1,16,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,3.66122,1.25407,4.91529,10.407,102316,48091.3,27719,105153,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,153245
36,"['A', 'I']",1,4,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.91938,5.41831,0.498922,0.88182,0.356335,1.23816,6.65646,108026,52027.5,33184,27118.8,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,79146.3
37,"['A', 'I']",1,4,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.18427,5.68554,0.501277,0.929343,0.356335,1.28568,6.97122,102502,52218.9,27904,27118.8,103,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,79337.7
38,"['A', 'I']",1,16,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.91938,5.41831,0.498922,0.88182,0.356335,1.23816,6.65646,108026,52027.5,33184,27118.8,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,79146.3
39,"['A', 'I']",1,16,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.18427,5.68554,0.501277,0.929343,0.356335,1.28568,6.97122,102502,52218.9,27904,27118.8,103,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,79337.7
40,"['A', 'I']",1,4,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,1.48112,0.649817,2.13094,7.55582,107884,52027.5,33042,52485.5,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,104513
41,"['A', 'I']",1,4,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,1.56077,0.649817,2.21059,7.88726,102378,50155.3,27780,52485.5,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,102641
42,"['A', 'I']",1,16,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,1.48112,0.649817,2.13094,7.55582,107884,52027.5,33042,52485.5,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,104513
43,"['A', 'I']",1,16,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,1.56077,0.649817,2.21059,7.88726,102378,50155.3,27780,52485.5,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,102641
44,"['A', 'I']",1,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,1.73613,1.25407,2.9902,8.41508,107884,52027.5,33042,105153,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,157181
45,"['A', 'I']",1,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,1.8295,1.25407,3.08357,8.76025,102378,50155.3,27780,105153,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,155309
46,"['A', 'I']",1,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,1.73613,1.25407,2.9902,8.41508,107884,52027.5,33042,105153,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,157181
47,"['A', 'I']",1,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,1.8295,1.25407,3.08357,8.76025,102378,50155.3,27780,105153,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,155309
48,"['A', 'I']",16,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,1,16,,,,,,,,,,,,,,,,,,
49,"['A', 'I']",16,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,8,16,,,,,,,,,,,,,,,,,,
50,"['A', 'I']",16,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,1,16,,,,,,,,,,,,,,,,,,
51,"['A', 'I']",16,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,8,16,,,,,,,,,,,,,,,,,,
52,"['A', 'I']",16,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,1,16,4.08345,4.57288,0.489431,4.67602,0.882513,5.55854,10.1314,125679,49963.5,46869,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,121511
53,"['A', 'I']",16,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,8,16,4.27011,4.74671,0.476593,4.89031,0.882513,5.77282,10.5195,120172,48091.3,41607,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,119638
54,"['A', 'I']",16,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,1,16,4.08345,4.57288,0.489431,4.67602,0.882513,5.55854,10.1314,125679,49963.5,46869,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,121511
55,"['A', 'I']",16,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,8,16,4.27011,4.74671,0.476593,4.89031,0.882513,5.77282,10.5195,120172,48091.3,41607,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,119638
56,"['A', 'I']",16,4,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,1,16,4.08345,4.57288,0.489431,5.32508,1.4514,6.77648,11.3494,125679,49963.5,46869,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,158630
57,"['A', 'I']",16,4,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,8,16,4.27011,4.74671,0.476593,5.56911,1.4514,7.02051,11.7672,120172,48091.3,41607,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,156757
58,"['A', 'I']",16,16,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,1,16,4.08345,4.57288,0.489431,5.32508,1.4514,6.77648,11.3494,125679,49963.5,46869,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,158630
59,"['A', 'I']",16,16,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,8,16,4.27011,4.74671,0.476593,5.56911,1.4514,7.02051,11.7672,120172,48091.3,41607,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,156757
60,"['A', 'I']",16,4,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,,,,,,,,,,,,,,,,,,
61,"['A', 'I']",16,4,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,,,,,,,,,,,,,,,,,,
62,"['A', 'I']",16,16,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,,,,,,,,,,,,,,,,,,
63,"['A', 'I']",16,16,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,,,,,,,,,,,,,,,,,,
64,"['A', 'I']",16,4,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,4.22561,4.72453,0.498922,2.3363,0.882513,3.21881,7.94334,125771,52027.5,46961,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,123575
65,"['A', 'I']",16,4,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,4.41886,4.90488,0.486022,2.44326,0.882513,3.32578,8.23066,120265,50155.3,41699,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,121702
66,"['A', 'I']",16,16,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,4.22561,4.72453,0.498922,2.3363,0.882513,3.21881,7.94334,125771,52027.5,46961,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,123575
67,"['A', 'I']",16,16,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,4.41886,4.90488,0.486022,2.44326,0.882513,3.32578,8.23066,120265,50155.3,41699,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,121702
68,"['A', 'I']",16,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,4.22561,4.72453,0.498922,2.66059,1.4514,4.11199,8.83652,125771,52027.5,46961,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,160693
69,"['A', 'I']",16,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,4.41886,4.90488,0.486022,2.7824,1.4514,4.2338,9.13868,120265,50155.3,41699,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,158821
70,"['A', 'I']",16,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,16,4.22561,4.72453,0.498922,2.66059,1.4514,4.11199,8.83652,125771,52027.5,46961,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,160693
71,"['A', 'I']",16,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,16,4.41886,4.90488,0.486022,2.7824,1.4514,4.2338,9.13868,120265,50155.3,41699,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,158821
72,"['A', 'I']",16,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,,,,,,,,,,,,,,,,,,
73,"['A', 'I']",16,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,,,,,,,,,,,,,,,,,,
74,"['A', 'I']",16,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,,,,,,,,,,,,,,,,,,
75,"['A', 'I']",16,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,,,,,,,,,,,,,,,,,,
76,"['A', 'I']",16,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,5.4504,0.882513,6.33291,11.5819,107823,49963.5,32981,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,121511
77,"['A', 'I']",16,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,5.74376,0.882513,6.62627,12.118,102316,48091.3,27719,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,119638
78,"['A', 'I']",16,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,5.4504,0.882513,6.33291,11.5819,107823,49963.5,32981,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,121511
79,"['A', 'I']",16,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,5.74376,0.882513,6.62627,12.118,102316,48091.3,27719,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,119638
80,"['A', 'I']",16,4,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,6.20694,1.4514,7.65834,12.9073,107823,49963.5,32981,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,158630
81,"['A', 'I']",16,4,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,6.54102,1.4514,7.99242,13.4842,102316,48091.3,27719,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,156757
82,"['A', 'I']",16,16,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,1,32,4.75953,5.24896,0.489431,6.20694,1.4514,7.65834,12.9073,107823,49963.5,32981,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,158630
83,"['A', 'I']",16,16,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,16,8,32,5.01516,5.49175,0.476593,6.54102,1.4514,7.99242,13.4842,102316,48091.3,27719,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,156757
84,"['A', 'I']",16,4,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,,,,,,,,,,,,,,,,,,
85,"['A', 'I']",16,4,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,,,,,,,,,,,,,,,,,,
86,"['A', 'I']",16,16,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,,,,,,,,,,,,,,,,,,
87,"['A', 'I']",16,16,64,32,8kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,,,,,,,,,,,,,,,,,,
88,"['A', 'I']",16,4,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,2.72366,0.882513,3.60617,9.03105,107884,52027.5,33042,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,123575
89,"['A', 'I']",16,4,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,2.87014,0.882513,3.75265,9.42932,102378,50155.3,27780,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,121702
90,"['A', 'I']",16,16,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,2.72366,0.882513,3.60617,9.03105,107884,52027.5,33042,71547.2,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,123575
91,"['A', 'I']",16,16,64,32,16kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,2.87014,0.882513,3.75265,9.42932,102378,50155.3,27780,71547.2,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,121702
92,"['A', 'I']",16,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,3.10171,1.4514,4.55311,9.978,107884,52027.5,33042,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,160693
93,"['A', 'I']",16,4,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,3.26853,1.4514,4.71993,10.3966,102378,50155.3,27780,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,158821
94,"['A', 'I']",16,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,1,32,4.92596,5.42488,0.498922,3.10171,1.4514,4.55311,9.978,107884,52027.5,33042,108666,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,160693
95,"['A', 'I']",16,16,64,32,32kB,10,1,32,cache,1,0,1,0,4,4096,16,8,32,5.19065,5.67667,0.486022,3.26853,1.4514,4.71993,10.3966,102378,50155.3,27780,108666,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,158821
96,"['A', 'I']",1,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,32,1,16,4.09468,4.58411,0.489431,1.52032,0.356335,1.87666,6.46077,125315,49963.5,46646,27118.8,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77082.3
97,"['A', 'I']",1,4,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,32,8,16,4.28344,4.77523,0.491798,1.59056,0.356335,1.9469,6.72213,119781,50154.9,41357,27118.8,103,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77273.8
98,"['A', 'I']",1,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,32,1,16,4.09468,4.58411,0.489431,1.52032,0.356335,1.87666,6.46077,125315,49963.5,46646,27118.8,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77082.3
99,"['A', 'I']",1,16,64,32,8kB,5,1,32,cache,1,0,1,0,4,4096,32,8,16,4.28344,4.77523,0.491798,1.59056,0.356335,1.9469,6.72213,119781,50154.9,41357,27118.8,103,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,77273.8
100,"['A', 'I']",1,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,32,1,16,4.10123,4.59066,0.489431,2.55427,0.649817,3.20409,7.79475,125115,49963.5,46446,52485.5,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,102449
101,"['A', 'I']",1,4,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,32,8,16,4.28959,4.76619,0.476593,2.67188,0.649817,3.3217,8.08788,119608,48091.3,41184,52485.5,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,100577
102,"['A', 'I']",1,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,32,1,16,4.10123,4.59066,0.489431,2.55427,0.649817,3.20409,7.79475,125115,49963.5,46446,52485.5,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,102449
103,"['A', 'I']",1,16,64,32,16kB,5,1,32,cache,1,0,1,0,4,4096,32,8,16,4.28959,4.76619,0.476593,2.67188,0.649817,3.3217,8.08788,119608,48091.3,41184,52485.5,103,2,4,4,./outputs/mat_inv-gem5-accel,mat_inv,100577
104,"['A', 'I']",1,4,64,32,32kB,5,1,32,cache,1,0,1,0,4,4096,32,1,16,4.10123,4.59066,0.489431,2.99406,1.25407,4.24813,8.83879,125115,49963.5,46446,105153,102,2,5,4,./outputs/mat_inv-gem5-accel,mat_inv,155117
